8.843087611579790730e-01,8.331142490160801939e-02,3.237981394041290067e-02
8.843087611579790730e-01,8.331142490160801939e-02,3.237981394041290067e-02
8.973028046357662824e-01,5.835368566044297350e-02,4.434350970379078577e-02
3.619510642117051979e-01,1.136011911601667590e-01,5.244477446281280431e-01
9.668561266665862686e-01,2.429412628925571582e-02,8.849747044158006934e-03
2.674576351276654607e-01,1.100746595846349429e-01,6.224677052876996797e-01
9.463665129545445476e-01,4.187656267197690380e-02,1.175692437347856077e-02
9.862921323913568239e-01,9.582388231439170623e-03,4.125479377203982063e-03
1.831540296007146129e-01,2.053990279030740995e-01,6.114469424962112321e-01
8.944439704418255532e-02,7.054949510129622514e-02,8.400061078545212334e-01
8.566098735253910856e-01,5.465485864517606596e-02,8.873526782943272351e-02
9.254557243296858138e-01,6.221001686028041627e-02,1.233425881003372658e-02
9.968505092094963604e-01,2.113270065926307374e-03,1.036220724577461422e-03
2.568681281130461708e-02,5.712367044998257343e-02,9.171895167387127401e-01
5.979941858353118520e-03,5.410982432177888907e-02,9.399102338198680462e-01
6.745771141932787041e-01,1.319374029772087120e-01,1.934854828295125839e-01
8.673509003440224019e-01,4.177103399231754666e-02,9.087806566366010697e-02
4.083190403623901954e-01,5.621640985398866919e-01,2.951686109772311967e-02
9.955369688075745849e-01,3.366317966548311620e-03,1.096713225877169210e-03
2.699439065550433663e-03,7.833521518605837675e-02,9.189653457483912824e-01
9.748859389323807911e-03,9.800040573361150642e-01,1.024708327456108972e-02
9.986804807123333960e-01,5.450645015315091916e-04,7.744547861351810903e-04
9.863226021510003161e-01,1.148108944424266857e-02,2.196308404757053509e-03
3.665556195038344785e-03,1.278817928743219701e-01,8.684526509306396136e-01
3.017927949571347010e-03,1.154479807110699308e-01,8.815340913393586719e-01
5.011201456946572444e-03,9.887098720851436040e-01,6.278926457909814011e-03
9.560390675892059820e-01,3.840972664529436476e-02,5.551205765499665420e-03
8.170881595960524050e-04,6.951496822534491971e-02,9.296679436150590004e-01
3.481909310049767373e-04,2.339492718214662356e-02,9.762568818868483378e-01
